Gene,GCF_000007545,GCF_000020745,GCF_000020885,GCF_000020925,GCF_000022165,GCF_000170215,GCF_000171415,GCF_000171515,GCF_000171535
GEGEGB_03520,peppan_g_3246,,peppan_g_12849,,peppan_g_22101,peppan_g_27009,,,
GEGEGB_03975,peppan_g_3649,,,peppan_g_17323,peppan_g_21910,peppan_g_26823,,,
GEGEGB_04536,peppan_g_4175,,peppan_g_11637,peppan_g_16319,,,,,peppan_g_40330
GEGEGB_04563,peppan_g_4204,,peppan_g_11664,peppan_g_16345,,,,,peppan_g_40299
GEGEGB_04568,peppan_g_4209,,peppan_g_11668,peppan_g_16349,,,,,peppan_g_40295
GEGEGB_04571,peppan_g_4212,,peppan_g_11671,peppan_g_16352,,,,,peppan_g_40292
GEGEGB_04572,peppan_g_4213,,peppan_g_11672,peppan_g_16353,,,,,peppan_g_40291
GEGEGB_04574,peppan_g_4215,,peppan_g_11674,peppan_g_16355,,,,,peppan_g_40289
GEGEGB_04632,peppan_g_4269,,,,,peppan_g_23024,,peppan_g_32990,peppan_g_38684
HFCAGB_01055,,,,peppan_g_14553,peppan_g_19373,peppan_g_24404,,,peppan_g_37426
HFCAGB_01072,peppan_g_1850,peppan_g_8570,,peppan_g_14570,peppan_g_20212,,,,
HFCAGB_01348/2,,peppan_g_6372,,peppan_g_14884,peppan_g_19371,,peppan_g_28017,,
HFCAGB_01951,peppan_g_1178,,,peppan_g_15409,peppan_g_19520,peppan_g_24549,,,
HFCAGB_02778,,,peppan_g_11468,peppan_g_16185,,,peppan_g_28377,peppan_g_34467,
HFCAGB_02942,peppan_g_4193,,peppan_g_11653,peppan_g_16334,,,,,peppan_g_40310
HFCAGB_02956,peppan_g_4208,,peppan_g_11667,peppan_g_16348,,,,,peppan_g_40296
HFCAGB_03477,,peppan_g_7648,peppan_g_12166,peppan_g_16836,,,,,peppan_g_39759
HFCAGB_03498,,,peppan_g_12187,peppan_g_16857,peppan_g_21441,peppan_g_26356,,,
HFCAGB_04572,,,peppan_g_13233,peppan_g_17845,peppan_g_22465,,peppan_g_28265,,
HFCAGB_04713/2,,,peppan_g_13397,peppan_g_16361,peppan_g_20943,peppan_g_25853,,,
IKCLMC_00485,,,,peppan_g_17499,,,peppan_g_27638,peppan_g_33323,peppan_g_39046
IKCLMC_00515,peppan_g_3272,peppan_g_8283,,,,,peppan_g_27662,,peppan_g_39070
IKCLMC_00660,,,peppan_g_12909,,,,peppan_g_27795,peppan_g_33268,peppan_g_38991
IKCLMC_02319,,peppan_g_5051,,peppan_g_14110,,,peppan_g_29400,,peppan_g_37101
IKCLMC_03143/3/0.1,,,peppan_g_9770,peppan_g_14350,,,peppan_g_28464,,peppan_g_37676
IKCLMC_04242,,,peppan_g_10165,,peppan_g_20084,peppan_g_25111,peppan_g_31235,,
IKCLMC_04607,,,,,peppan_g_19737,peppan_g_24766,peppan_g_31595,,peppan_g_36814
LNHIMF_00067,,peppan_g_4570,,,peppan_g_18240,peppan_g_23335,,peppan_g_33789,
LNHIMF_00569,,peppan_g_5052,,peppan_g_14111,,,,peppan_g_34864,peppan_g_37100
LNHIMF_00696,,peppan_g_5170,,,peppan_g_19427,peppan_g_24456,peppan_g_28074,,
LNHIMF_00704,peppan_g_4411,peppan_g_5177;peppan_g_6641,peppan_g_10932,peppan_g_15613,,,,,
LNHIMF_01937,,peppan_g_6366,,,,,peppan_g_31271,peppan_g_35940,peppan_g_36494
LNHIMF_02188,peppan_g_1866,peppan_g_6605,,peppan_g_14559,peppan_g_19141,,,,
LNHIMF_02229,,peppan_g_6642,peppan_g_11061,,peppan_g_20319,peppan_g_25290,,,
LNHIMF_02230,,peppan_g_6643,peppan_g_11062,,peppan_g_20320,peppan_g_25291,,,
LNHIMF_03387,peppan_g_3162,peppan_g_7730,peppan_g_12251,,,,,,peppan_g_39677
LNHIMF_04458,peppan_g_4292,peppan_g_8732,peppan_g_13256,,,,,,peppan_g_38661
ODDLKH_00532/3,,,,,peppan_g_21515,peppan_g_26429,,peppan_g_33799,peppan_g_38381
ODDLKH_01701/2,,peppan_g_5165,,,peppan_g_20810,,peppan_g_28293,peppan_g_32093,
ODDLKH_02634,,,,,peppan_g_20369,peppan_g_25340,peppan_g_28942,peppan_g_35656,
ODDLKH_03686,peppan_g_3080,,,,,peppan_g_26335,peppan_g_30616,peppan_g_33538,
ODDLKH_04384,peppan_g_3258,,peppan_g_12836,,peppan_g_22088,peppan_g_26996,,,
ODDLKH_04385,peppan_g_3257,,peppan_g_12837,,peppan_g_22089,peppan_g_26997,,,
ONMMKP_00167,,peppan_g_6365,,,,,peppan_g_31272,peppan_g_35941,peppan_g_36495
ONMMKP_00176/2,,,peppan_g_13195,,,,peppan_g_28238,peppan_g_33015,peppan_g_38709
ONMMKP_04139,peppan_g_4214,,peppan_g_11673,peppan_g_16354,,,,,peppan_g_40290
ONMMKP_04177,peppan_g_4177,,peppan_g_11639,peppan_g_16321,,,,,peppan_g_40328
ONMMKP_04693,peppan_g_707,,peppan_g_11121,,,,peppan_g_28944,,peppan_g_40812
ONMMKP_04694,peppan_g_708,,peppan_g_11120,,,,peppan_g_28945,,peppan_g_40813
ONMMKP_04699,peppan_g_718,,peppan_g_11110,,,,peppan_g_28951,,peppan_g_40819
PKJKAM_00262,,,,peppan_g_14853,peppan_g_19152,peppan_g_24423,,peppan_g_32121,
PKJKAM_00264,peppan_g_1854,,,,peppan_g_19150,peppan_g_24421,,peppan_g_32123,
PKJKAM_01463,,,peppan_g_12911,,,,peppan_g_27797,peppan_g_33266,peppan_g_38989
PKJKAM_01464,,,peppan_g_12910,,,,peppan_g_27796,peppan_g_33267,peppan_g_38990
PKJKAM_01468,,,peppan_g_12906,,,,peppan_g_27792,peppan_g_33271,peppan_g_38994
PKJKAM_01529,,,,peppan_g_17500,,,peppan_g_27637,peppan_g_33322,peppan_g_39045
PKJKAM_03166,,,,peppan_g_14112,,,peppan_g_29402,peppan_g_34863,peppan_g_37099
PKJKAM_03172,,,,peppan_g_14106,peppan_g_19384,,,peppan_g_34869,peppan_g_37106
PKJKAM_03444,,,,,peppan_g_18466,peppan_g_23558,peppan_g_29133,peppan_g_35135,
PKJKAM_04621,peppan_g_1427,,peppan_g_10512,peppan_g_15201,,,,peppan_g_36262,
AJBGEP_00318,,,,,peppan_g_18473,peppan_g_23565,,peppan_g_35126,
AJBGEP_00595,,,,,peppan_g_18745,peppan_g_23836,,peppan_g_34801,
AJBGEP_00597,,,,,peppan_g_18747,peppan_g_23838,,peppan_g_34799,
AJBGEP_00598,,,,,peppan_g_18748,peppan_g_23839,,peppan_g_34798,
AJBGEP_01051,,,,peppan_g_14597,peppan_g_19180,,peppan_g_27690,,
AJBGEP_01052,,,,peppan_g_14598,peppan_g_19181,,peppan_g_27691,,
AJBGEP_01054,,,,peppan_g_14601,peppan_g_19184,,peppan_g_27694,,
AJBGEP_01243,,,,,peppan_g_19366,peppan_g_24397,peppan_g_28012,,
AJBGEP_01246,,,,,peppan_g_19369,peppan_g_24400,peppan_g_28015,,
AJBGEP_01292,,,,,peppan_g_19409;peppan_g_20822,,peppan_g_27243;peppan_g_27382;peppan_g_27458;peppan_g_28281,,peppan_g_37394
AJBGEP_01306/0.1,,,,,peppan_g_19422,peppan_g_24451,peppan_g_28069,,
AJBGEP_01306/2,,,,peppan_g_14880,,,,peppan_g_32092,peppan_g_37380
AJBGEP_01306/4,,,,peppan_g_14596,peppan_g_19179,,peppan_g_27689,,
AJBGEP_01307,,,,,peppan_g_19424,peppan_g_24453,peppan_g_28071,,
AJBGEP_01959/0.1,,,,,peppan_g_19423,peppan_g_24452,peppan_g_28070,,
AJBGEP_01966/0.1,peppan_g_984,,peppan_g_10190,peppan_g_14829,,,,,
AJBGEP_02102,,peppan_g_6569,,peppan_g_15619,peppan_g_20185,,,,
AJBGEP_02109,,peppan_g_6575,,peppan_g_15625,peppan_g_20191,,,,
AJBGEP_02111,,peppan_g_6577;peppan_g_8587,,peppan_g_15627,peppan_g_20193,,,,
AJBGEP_02113,,peppan_g_6579;peppan_g_8585,,peppan_g_15629,peppan_g_20195,,,,
AJBGEP_02119,,peppan_g_6585,,peppan_g_15635,peppan_g_20201,,,,
AJBGEP_02121,,peppan_g_6587,,peppan_g_15637,peppan_g_20203,,,,
AJBGEP_02148,,peppan_g_8551,,peppan_g_15664,peppan_g_20228,,,,
AJBGEP_02149,,peppan_g_8550,,peppan_g_15665,peppan_g_20229,,,,
AJBGEP_02794,,,,,peppan_g_20837,peppan_g_24424,peppan_g_27443,,
AJBGEP_02822,,peppan_g_6613,,,peppan_g_19133;peppan_g_20859,,peppan_g_27421,,
AJBGEP_02894,,,,,peppan_g_20924,peppan_g_25834,,,peppan_g_38538
AJBGEP_03651,,,,peppan_g_17052,peppan_g_21637,,peppan_g_29961,,
AJBGEP_03931,,,peppan_g_12653,,peppan_g_21904,peppan_g_26817,,,
AJBGEP_03939,,,,peppan_g_17324,peppan_g_21911,peppan_g_26824,,,
AJBGEP_03941,,,,peppan_g_17326,peppan_g_21913,peppan_g_26826,,,
AJBGEP_04704,,,,,peppan_g_22616,peppan_g_23178,,peppan_g_33945,
AJBGEP_04725,peppan_g_4442,,,,peppan_g_22635,peppan_g_23197,,,
AJBGEP_04730,peppan_g_4447,,,,peppan_g_22639,peppan_g_23201,,,
AJBGEP_04815,peppan_g_4410,,,peppan_g_17980,peppan_g_22714;peppan_g_22717,,,,
AJBGEP_04818,peppan_g_4406,,,peppan_g_17976,peppan_g_22721,,,,
BEJGEH_00302,,,peppan_g_9324,peppan_g_13843,,,,peppan_g_35132,
BEJGEH_01416,peppan_g_1515,peppan_g_6148,peppan_g_10403,,,,,,
BEJGEH_01612/2,,,,,peppan_g_19657,peppan_g_24686,,,peppan_g_36894
BEJGEH_02652,,,peppan_g_11577,,,,,peppan_g_33617,peppan_g_40285
BEJGEH_02654,,,peppan_g_11579,,,,,peppan_g_33615,peppan_g_40283
BEJGEH_02659,,,peppan_g_11585,,,,,peppan_g_33610,peppan_g_40278
BEJGEH_02662,,,peppan_g_11588,,,,,peppan_g_33607,peppan_g_40275
BEJGEH_02718,,,peppan_g_11642,peppan_g_16324,,,,,peppan_g_40321
BEJGEH_02730,peppan_g_3317,,peppan_g_11654,peppan_g_16335,,,,,
BEJGEH_02731,peppan_g_4195,,peppan_g_11655,,,,,,peppan_g_40308
BEJGEH_02734,peppan_g_4198,,peppan_g_11658,,,,,,peppan_g_40305
BEJGEH_02745,,,peppan_g_11669,peppan_g_16350,,,,,peppan_g_40294
BEJGEH_02753,,,peppan_g_11677,,peppan_g_20938,peppan_g_25848,,,
BEJGEH_02896,,,peppan_g_11811,peppan_g_16492,,,,peppan_g_34198,
BEJGEH_02935,,,peppan_g_11849,,,peppan_g_26027,peppan_g_30925,,
BEJGEH_03955,peppan_g_3283,peppan_g_8272,peppan_g_12811,,,,,,
BEJGEH_04568,,peppan_g_8825,peppan_g_13382,peppan_g_17963,,,,,
GEGEGB_01072,peppan_g_987,,,peppan_g_14844,,,peppan_g_27356,,
GEGEGB_01073,peppan_g_988,,,peppan_g_14845,,,peppan_g_27357,,
GEGEGB_01074,peppan_g_989,,,peppan_g_14846,,,peppan_g_27358,,
GEGEGB_02570,peppan_g_2379,peppan_g_4930,,,peppan_g_18592,,,,
GEGEGB_02678,peppan_g_2479,peppan_g_4816,,,,,,,peppan_g_38124
GEGEGB_02683,peppan_g_2485,peppan_g_4810,,,,,,,peppan_g_38130
GEGEGB_02705,peppan_g_2509,,,,,,peppan_g_29118,peppan_g_35147,
GEGEGB_02978,peppan_g_2754,peppan_g_7341,,,,,,peppan_g_34164,
GEGEGB_02979,peppan_g_2755,peppan_g_7342,,,,,,peppan_g_34163,
GEGEGB_03887,peppan_g_3570,peppan_g_8200,peppan_g_12741,,,,,,
GEGEGB_03888,peppan_g_3571,peppan_g_8199,peppan_g_12740,,,,,,
GEGEGB_03889,peppan_g_3572,peppan_g_8198,peppan_g_12739,,,,,,
GEGEGB_04179,peppan_g_3839,peppan_g_7931,peppan_g_12464,,,,,,
GEGEGB_04544,peppan_g_4185,,peppan_g_11644,,,,,,peppan_g_40319
GEGEGB_04550,peppan_g_4191,,peppan_g_11651,,,,,,peppan_g_40312
GEGEGB_04551,peppan_g_4192,,peppan_g_11652,,,,,,peppan_g_40311
GEGEGB_04555,peppan_g_4196,,peppan_g_11656,,,,,,peppan_g_40307
GEGEGB_04604,peppan_g_4242,,,,,,,peppan_g_31898,peppan_g_39904
GEGEGB_04607,peppan_g_4243;peppan_g_4245,,,,,,,peppan_g_31899,peppan_g_39905
GEGEGB_04684,peppan_g_4319,,,peppan_g_17895,,,peppan_g_30438,,
GEGEGB_04780,peppan_g_4407,,,peppan_g_17977,peppan_g_22720,,,,
GEGEGB_04785,peppan_g_4412,peppan_g_6639,peppan_g_13199,,,,,,
GEGEGB_04816,peppan_g_4441,,,,peppan_g_22634,peppan_g_23196,,,
GEGEGB_04822,peppan_g_4446,,,,peppan_g_22638,peppan_g_23200,,,
HFCAGB_00606,,peppan_g_5065,,peppan_g_14127,,,peppan_g_29415,,
HFCAGB_00607,,peppan_g_5066,,peppan_g_14128,,,peppan_g_29416,,
HFCAGB_00610,,peppan_g_5070,,peppan_g_14131,,,,,peppan_g_37080
HFCAGB_00617,,,,peppan_g_14139,,,peppan_g_29429,peppan_g_34837,
HFCAGB_00618,,,,peppan_g_14140,,,peppan_g_29430,peppan_g_34836,
HFCAGB_01071,,peppan_g_6596,,peppan_g_14569,,,,,peppan_g_37408
HFCAGB_01101,,,,peppan_g_14599,peppan_g_19182,,peppan_g_27692,,
HFCAGB_01102,,,,peppan_g_14600,peppan_g_19183,,peppan_g_27693,,
HFCAGB_01363,,,,peppan_g_14848,peppan_g_19387,,peppan_g_28031,,
HFCAGB_01491,,,peppan_g_10273,peppan_g_14972,,,peppan_g_31365,,
HFCAGB_02177,,peppan_g_6574,,peppan_g_15624,peppan_g_20190,,,,
HFCAGB_02203,,,,peppan_g_15649,peppan_g_20468,peppan_g_25439,,,
HFCAGB_02204,,,,peppan_g_15650,peppan_g_20217,peppan_g_25440,,,
HFCAGB_02219,,peppan_g_8552,,peppan_g_15663,peppan_g_20227,,,,
HFCAGB_02925,,,peppan_g_11636,peppan_g_16318,,,,,peppan_g_40331
HFCAGB_02932,,,peppan_g_11643,peppan_g_16325,,,,,peppan_g_40320
HFCAGB_02946,peppan_g_3314,,peppan_g_11657,peppan_g_16338,,,,,
HFCAGB_02959,,,peppan_g_11670,peppan_g_16351,,,,,peppan_g_40293
HFCAGB_03147,,,,peppan_g_16528,peppan_g_21117,,,,peppan_g_40080
HFCAGB_03244,peppan_g_2852,,,peppan_g_16617,peppan_g_21201,,,,
HFCAGB_03999,,,,peppan_g_17325,peppan_g_21912,peppan_g_26825,,,
HFCAGB_04624,peppan_g_4318,,,peppan_g_17894,,,peppan_g_30439,,
HFCAGB_04710,peppan_g_4408,,,peppan_g_17978,peppan_g_22719,,,,
HFCAGB_04711,peppan_g_4409,,,peppan_g_17979,peppan_g_22718,,,,
HFCAGB_04861,,peppan_g_8683,,peppan_g_18121,,peppan_g_22997,,,
HFCAGB_04862,,peppan_g_8682,,peppan_g_18122,,peppan_g_22996,,,
IKCLMC_00187,peppan_g_986,,,peppan_g_14843,,,peppan_g_27355,,
IKCLMC_01509,,,peppan_g_9909,,,,peppan_g_28615,peppan_g_32801,
IKCLMC_02016,peppan_g_2523,peppan_g_4770,,,,,peppan_g_29100,,
IKCLMC_02333,,,,peppan_g_14125,,,peppan_g_29413,,peppan_g_37086
IKCLMC_02334,,,,peppan_g_14126,,,peppan_g_29414,,peppan_g_37085
IKCLMC_02343,,,,,,,peppan_g_29423,peppan_g_34842,peppan_g_37077
IKCLMC_03085,,,,peppan_g_13656,,,peppan_g_30134,,peppan_g_38327
IKCLMC_03143/2/0.1,peppan_g_54,,,peppan_g_13604,,,,peppan_g_33800,
IKCLMC_03332,peppan_g_4395,,,peppan_g_17965,,,peppan_g_30373,,
IKCLMC_04370,,,peppan_g_10272,peppan_g_14971,,,peppan_g_31364,,
LNHIMF_00324,peppan_g_2484,peppan_g_4811,,,,,,,peppan_g_38129
LNHIMF_00327,peppan_g_2481,peppan_g_4814,,,,,,,peppan_g_38126
LNHIMF_01611,,peppan_g_6048,peppan_g_10508,,,,,,peppan_g_36811
LNHIMF_01928,,peppan_g_6356,,,,,peppan_g_31281,peppan_g_35951,
LNHIMF_02066/2,,,peppan_g_10072,peppan_g_14711,,,peppan_g_31142,,
LNHIMF_02150,,peppan_g_6568,,peppan_g_15618,peppan_g_20184,,,,
LNHIMF_02152,,peppan_g_6570;peppan_g_8595,,peppan_g_15620,peppan_g_20186,,,,
LNHIMF_02153,,peppan_g_6571;peppan_g_8594,,peppan_g_15621,peppan_g_20187,,,,
LNHIMF_02154,,peppan_g_6572;peppan_g_8593,,peppan_g_15622,peppan_g_20188,,,,
LNHIMF_02155,,peppan_g_6573;peppan_g_8592,,peppan_g_15623,peppan_g_20189,,,,
LNHIMF_02158,,peppan_g_6576,,peppan_g_15626,peppan_g_20192,,,,
LNHIMF_02160,,peppan_g_6578;peppan_g_8586,,peppan_g_15628,peppan_g_20194,,,,
LNHIMF_02163,,peppan_g_6581,,peppan_g_15631,peppan_g_20197,,,,
LNHIMF_02164,,peppan_g_6582,,peppan_g_15632,peppan_g_20198,,,,
LNHIMF_02165,,peppan_g_6583,,peppan_g_15633,peppan_g_20199,,,,
LNHIMF_02166,,peppan_g_6584,,peppan_g_15634,peppan_g_20200,,,,
LNHIMF_02168,,peppan_g_6586,,peppan_g_15636,peppan_g_20202,,,,
LNHIMF_02170,,peppan_g_6588,,peppan_g_15638,peppan_g_20204,,,,
LNHIMF_02171,,peppan_g_6589,,peppan_g_15639,peppan_g_20205,,,,
LNHIMF_02194,,peppan_g_6611,,,peppan_g_20857,,peppan_g_27423,,
LNHIMF_02967,peppan_g_2750,peppan_g_7337,,,,,,peppan_g_34168,
LNHIMF_02969,peppan_g_2752,peppan_g_7339,,,,,,peppan_g_34166,
LNHIMF_03064,,peppan_g_7427,,,,,peppan_g_30841,,peppan_g_39991
LNHIMF_03952,peppan_g_3285,peppan_g_8270,peppan_g_12809,,,,,,
LNHIMF_03953,peppan_g_3284,peppan_g_8271,peppan_g_12810,,,,,,
LNHIMF_04301/2,,peppan_g_6580,,peppan_g_15630,peppan_g_20196,,,,
LNHIMF_04403,,peppan_g_8680,,peppan_g_18125,,peppan_g_22994,,,
LNHIMF_04555,,peppan_g_8826,peppan_g_13383,peppan_g_17964,,,,,
ODDLKH_00186,,peppan_g_8681,,peppan_g_18124,,peppan_g_22995,,,
ODDLKH_00190,,peppan_g_8684,,peppan_g_18120,,peppan_g_22998,,,
ODDLKH_00191,,peppan_g_8685,,peppan_g_18119,,peppan_g_22999,,,
ODDLKH_00532/2,,,,,,peppan_g_24018,peppan_g_27221,peppan_g_32298,
ODDLKH_01643/0.1,,,,,peppan_g_19428,peppan_g_24457,peppan_g_28075,,
ODDLKH_01644,,,,,peppan_g_19365,peppan_g_24396,peppan_g_28011,,
ODDLKH_01647,,,,,peppan_g_19368,peppan_g_24399,peppan_g_28014,,
ODDLKH_01706,,,,,peppan_g_19425,peppan_g_24454,peppan_g_28072,,
ODDLKH_01707,,,,,peppan_g_19426,peppan_g_24455,peppan_g_28073,,
ODDLKH_03915,peppan_g_3905,,,,,peppan_g_26551,,peppan_g_35548,
ODDLKH_03953,,,,peppan_g_17089,peppan_g_21675,peppan_g_26588,,,
ODDLKH_03954,,,,peppan_g_17090,peppan_g_21676,peppan_g_26589,,,
ONMMKP_00496,,,,,peppan_g_19736,peppan_g_24765,,,peppan_g_36815
ONMMKP_00769,,,,,,,peppan_g_29422,peppan_g_34843,peppan_g_37078
ONMMKP_00782,,,,peppan_g_14121,,,,peppan_g_34856,peppan_g_37091
ONMMKP_00794,,peppan_g_8547,,peppan_g_14108,,,,,peppan_g_37104
ONMMKP_00795,,peppan_g_8546,,,,,,peppan_g_34868,peppan_g_37105
ONMMKP_01833/3,,,peppan_g_9359,,peppan_g_18500,peppan_g_23592,,,
ONMMKP_01853,peppan_g_2477,peppan_g_4818,,,,,,,peppan_g_38122
ONMMKP_01854,peppan_g_2478,peppan_g_4817,,,,,,,peppan_g_38123
ONMMKP_01858,peppan_g_2482,peppan_g_4813,,,,,,,peppan_g_38127
ONMMKP_01859,peppan_g_2483,peppan_g_4812,,,,,,,peppan_g_38128
ONMMKP_01994,,peppan_g_4676,peppan_g_9226,,,,,,peppan_g_38260
ONMMKP_02588,,,,peppan_g_17726,,peppan_g_22870,,,peppan_g_38831
ONMMKP_03900,,,,peppan_g_16547,,,,peppan_g_34142,peppan_g_40061
ONMMKP_04128,,,peppan_g_11584,,,,,peppan_g_33611,peppan_g_40279
ONMMKP_04129,,,peppan_g_11583,,,,,peppan_g_33612,peppan_g_40280
ONMMKP_04133,,,peppan_g_11578,,,,,peppan_g_33616,peppan_g_40284
ONMMKP_04147,peppan_g_4205,,peppan_g_11665,,,,,,peppan_g_40298
ONMMKP_04149,peppan_g_4203,,peppan_g_11663,,,,,,peppan_g_40300
ONMMKP_04162,peppan_g_4190,,peppan_g_11650,,,,,,peppan_g_40313
ONMMKP_04163,peppan_g_4189,,peppan_g_11649,,,,,,peppan_g_40314
ONMMKP_04181,,,peppan_g_11635,peppan_g_16317,,,,,peppan_g_40332
ONMMKP_04182,,,peppan_g_11634,peppan_g_16316,,,,,peppan_g_40333
ONMMKP_04317,,,peppan_g_11478,,,,,peppan_g_34459,peppan_g_40457
PKJKAM_00030,peppan_g_4241,,,,,,,peppan_g_31897,peppan_g_39902
PKJKAM_00142,,,,peppan_g_14552,,,,peppan_g_32004,peppan_g_37428
PKJKAM_01770/2,,peppan_g_7649,,peppan_g_16837,,,,,peppan_g_39758
PKJKAM_01843,,,peppan_g_11589,,,,,peppan_g_33606,peppan_g_40274
PKJKAM_01850,,,peppan_g_11582,,,,,peppan_g_33613,peppan_g_40281
PKJKAM_02428,peppan_g_2758,peppan_g_7344,,,,,,peppan_g_34160,
PKJKAM_02429,peppan_g_2756,peppan_g_7343,,,,,,peppan_g_34162,
PKJKAM_02432,peppan_g_2753,peppan_g_7340,,,,,,peppan_g_34165,
PKJKAM_02434,peppan_g_2751,peppan_g_7338,,,,,,peppan_g_34167,
PKJKAM_02464,,,peppan_g_11812,peppan_g_16493,,,,peppan_g_34197,
PKJKAM_03099,,,,,peppan_g_18749,peppan_g_23840,,peppan_g_34797,
PKJKAM_03102,,,,,peppan_g_18746,peppan_g_23837,,peppan_g_34800,
PKJKAM_03104,,,,,peppan_g_18744,peppan_g_23835,,peppan_g_34802,
PKJKAM_03105,,,,,peppan_g_18743,peppan_g_23834,,peppan_g_34803,
PKJKAM_03143,,,,,,,peppan_g_29424,peppan_g_34841,peppan_g_37076
PKJKAM_03408,,,,peppan_g_13877,,,,peppan_g_35097,peppan_g_38100
PKJKAM_03437/0.1,peppan_g_2486,peppan_g_4809,,,,,,,peppan_g_38131
PKJKAM_03441,,,peppan_g_9323,peppan_g_13842,,,,peppan_g_35133,
PKJKAM_03451,peppan_g_2501,,,peppan_g_13839,,,,peppan_g_35142,
PKJKAM_03457,peppan_g_2510,,,,,,peppan_g_29117,peppan_g_35148,
PKJKAM_04252,,,,peppan_g_14803,,,,peppan_g_35905,peppan_g_36459
PKJKAM_04301,,,peppan_g_10195,,,,peppan_g_31287,peppan_g_31892;peppan_g_35957,
AJBGEP_00170,,,,,peppan_g_18333,peppan_g_23427,,,
AJBGEP_01019,,peppan_g_8566,,,peppan_g_19149,,,,
AJBGEP_01024/0.1,,,,,peppan_g_20836,,peppan_g_27444,,
AJBGEP_01026,,,,peppan_g_14857,peppan_g_19156,,,,
AJBGEP_01029,,,,peppan_g_14860,peppan_g_19159,,,,
AJBGEP_01030,,,,peppan_g_14861,peppan_g_19160,,,,
AJBGEP_01033,,,,peppan_g_14864,peppan_g_19163,,,,
AJBGEP_01036,,,,peppan_g_14867,peppan_g_19166,,,,
AJBGEP_01038,,,,peppan_g_14869,peppan_g_19168,,,,
AJBGEP_01040,,,,peppan_g_14871,peppan_g_19170,,,,
AJBGEP_01041,,,,peppan_g_14872,peppan_g_19171,,,,
AJBGEP_01042,,,,peppan_g_14873,peppan_g_19172,,,,
AJBGEP_01043,,,,peppan_g_14874,peppan_g_19173,,,,
AJBGEP_01044,,,,peppan_g_14875,peppan_g_19174,,,,
AJBGEP_01046,,,,peppan_g_14877,peppan_g_19176,,,,
AJBGEP_01266,,,,,peppan_g_19389,,peppan_g_28033,,
AJBGEP_01267,,,,,peppan_g_19390,,peppan_g_28034,,
AJBGEP_01275,,,,,peppan_g_19394,,peppan_g_28039,,
AJBGEP_01276,,,,,peppan_g_19395,,peppan_g_28040,,
AJBGEP_01277,,,,,peppan_g_19396,,peppan_g_28041,,
AJBGEP_01280/2,,,,,peppan_g_20833,,peppan_g_27447,,
AJBGEP_01303/0.1,,,,peppan_g_14878,peppan_g_19177,,,,
AJBGEP_01303/2,,,,,peppan_g_20811,,peppan_g_28292,,
AJBGEP_01306/3,,,,,peppan_g_20808,,peppan_g_28295,,
AJBGEP_02057,,,,,peppan_g_20143,,,,peppan_g_36402
AJBGEP_02099,,,,peppan_g_15616,peppan_g_20182,,,,
AJBGEP_02100,,,,peppan_g_15617,peppan_g_20183,,,,
AJBGEP_02124,,,,peppan_g_15640,peppan_g_20206,,,,
AJBGEP_02125,,,,peppan_g_15641,peppan_g_20207,,,,
AJBGEP_02131,,peppan_g_5141,,,peppan_g_20213,,,,
AJBGEP_02145,,,,peppan_g_15658,peppan_g_20225,,,,
AJBGEP_02155,,,,peppan_g_15670,peppan_g_20235,,,,
AJBGEP_02395,,,,,peppan_g_20460,peppan_g_25431,,,
AJBGEP_02396,,,,,peppan_g_20461,peppan_g_25432,,,
AJBGEP_02397,,,,,peppan_g_20462,peppan_g_25433,,,
AJBGEP_02399,,,,,peppan_g_20464,peppan_g_25435,,,
AJBGEP_02400,,,,,peppan_g_20465,peppan_g_25436,,,
AJBGEP_02401,,,,,peppan_g_20466,peppan_g_25437,,,
AJBGEP_02402,,,,,peppan_g_20467,peppan_g_25438,,,
AJBGEP_02760,,,,,peppan_g_20805,,peppan_g_28298,,
AJBGEP_02761,,,,,peppan_g_20806,,peppan_g_28297,,
AJBGEP_02762,,,,,peppan_g_20807,,peppan_g_28296,,
AJBGEP_02792,,,,,peppan_g_20835,,peppan_g_27445,,
AJBGEP_02796,,,,,peppan_g_20839,,peppan_g_27441,,
AJBGEP_02799,,,,,peppan_g_20840,,peppan_g_27440,,
AJBGEP_02803,,,,,peppan_g_20841,,peppan_g_27439,,
AJBGEP_02809,,,,,peppan_g_20847,,peppan_g_27433,,
AJBGEP_02810,,,,,peppan_g_20848,,peppan_g_27432,,
AJBGEP_02811,,,,,peppan_g_20849,,peppan_g_27431,,
AJBGEP_02812,,,,,peppan_g_20850,,peppan_g_27430,,
AJBGEP_02814,,,,,peppan_g_20852,,peppan_g_27428,,
AJBGEP_02815,,,,,peppan_g_20853,,peppan_g_27427,,
AJBGEP_02816,,,,,peppan_g_20854,,peppan_g_27426,,
AJBGEP_02817,,,,,peppan_g_20855,,peppan_g_27425,,
AJBGEP_02818,,,,,peppan_g_20856,,peppan_g_27424,,
AJBGEP_02822/2,,,,,peppan_g_19372,,peppan_g_28674,,
AJBGEP_02825,,,,,peppan_g_20862,,peppan_g_27255,,
AJBGEP_02826,,,,,peppan_g_20863,,peppan_g_27256,,
AJBGEP_02885,,,,,peppan_g_20915,peppan_g_25825,,,
AJBGEP_02886,,,,,peppan_g_20916,peppan_g_25826,,,
AJBGEP_02887,,,,,peppan_g_20917,peppan_g_25827,,,
