"Product","Gene_Name","Count","Example_Tag","DbXrefs"
"2.8e-104","301.0",2,"HFCAGB_04298","0.942"
"2.8e-121","348.0",2,"LNHIMF_04239","0.906"
"2.8e-126","362.0",2,"GEGEGB_03493","1.0"
"2.8e-132","392.0",2,"IKCLMC_03943","1.132"
"2.8e-148","419.0",2,"BEJGEH_03106","1.0"
"2.8e-164","468.0",2,"IKCLMC_01583","0.994"
"2.8e-165","468.0",2,"GEGEGB_01253","0.997"
"2.8e-175","482.0",2,"AJBGEP_01484","1.0"
"2.8e-257","699.0",2,"BEJGEH_03814","1.0"
"2.8e-274","753.0",2,"HFCAGB_02625","1.0"
"2.8e-275","767.0",2,"LNHIMF_03672","1.009"
"2.8e-277","774.0",2,"BEJGEH_01278","1.003"
"2.8e-288","789.0",2,"IKCLMC_04882","0.803"
"2.8e-301","853.0",2,"BEJGEH_04364","1.001"
"2.8e-47","149.0",2,"GEGEGB_01254","1.0"
"2.8e-72","216.0",2,"AJBGEP_03122","1.0"
"2.8e-79","236.0",2,"HFCAGB_00527","0.947"
"2.8e-80","242.0",2,"GEGEGB_04089","0.979"
"2.8e-85","258.0",2,"GEGEGB_00237","0.969"
"2.9e-110","321.0",2,"LNHIMF_00408","0.996"
"2.9e-113","323.0",2,"GEGEGB_01182","1.0"
"2.9e-121","348.0",2,"GEGEGB_02541","1.0"
"2.9e-122","356.0",2,"IKCLMC_03106","0.971"
"2.9e-137","394.0",2,"GEGEGB_03396","0.989"
"2.9e-159","452.0",2,"LNHIMF_02561","0.933"
"2.9e-167","470.0",2,"GEGEGB_00755","1.211"
"2.9e-172","485.0",2,"BEJGEH_01924","1.121"
"2.9e-178","501.0",2,"BEJGEH_02363","0.972"
"2.9e-188","517.0",2,"BEJGEH_02850","1.0"
"2.9e-190","530.0",2,"AJBGEP_04768","1.202"
"2.9e-222","605.0",2,"GEGEGB_02915","1.0"
"2.9e-228","634.0",2,"GEGEGB_00532","0.855"
"2.9e-239","650.0",2,"HFCAGB_02714","0.997"
"2.9e-242","677.0",2,"GEGEGB_03292","1.0"
"2.9e-282","764.0",2,"IKCLMC_01558","1.0"
"2.9e-299","808.0",2,"ODDLKH_02600","1.0"
"2.9e-76","231.0",2,"BEJGEH_01431","1.0"
"2.9e-83","249.0",2,"GEGEGB_00008","0.974"
"2.9e-84","240.0",2,"GEGEGB_00879","1.0"
"3.0e-100","297.0",2,"BEJGEH_00797","1.0"
"3.0e-107","320.0",2,"HFCAGB_00504","1.058"
"3.0e-127","363.0",2,"LNHIMF_01315","1.0"
"3.0e-129","380.0",2,"LNHIMF_00483","0.989"
"3.0e-135","383.0",2,"BEJGEH_03134","0.903"
"3.0e-136","392.0",2,"GEGEGB_00474","0.990"
"3.0e-163","461.0",2,"GEGEGB_01480","0.993"
"3.0e-173","498.0",2,"BEJGEH_00234","0.991"
"3.0e-188","524.0",2,"HFCAGB_04728","0.810"
"3.0e-197","554.0",2,"HFCAGB_02288","0.974"
"3.0e-204","571.0",2,"GEGEGB_02096","1.032"
"3.0e-209","582.0",2,"GEGEGB_04093","1.0"
"3.0e-231","655.0",2,"LNHIMF_02057","0.996"
"3.0e-246","667.0",2,"AJBGEP_01785","1.0"
"3.0e-248","686.0",2,"LNHIMF_02330","1.0"
"3.0e-254","706.0",2,"HFCAGB_02485","0.807"
"3.0e-259","728.0",2,"AJBGEP_00705","1.103"
"3.0e-274","766.0",2,"AJBGEP_02468","0.967"
"3.0e-284","781.0",2,"IKCLMC_01317","0.979"
"3.0e-288","795.0",2,"HFCAGB_03594","1.0"
"3.0e-297","802.0",2,"GEGEGB_03788","1.0"
"3.0e-70","218.0",2,"HFCAGB_02434","0.979"
"3.0e-74","229.0",2,"IKCLMC_04301","1.019"
"3.0e-75","223.0",2,"AJBGEP_01977","1.0"
"3.1e-105","317.0",2,"GEGEGB_02394","0.960"
"3.1e-115","334.0",2,"IKCLMC_04230","0.802"
"3.1e-122","360.0",2,"HFCAGB_01897","0.991"
"3.1e-138","401.0",2,"LNHIMF_03421","0.976"
"3.1e-154","446.0",2,"BEJGEH_03963","0.981"
"3.1e-196","558.0",2,"BEJGEH_02961","1.150"
"3.1e-201","550.0",2,"BEJGEH_02849","1.0"
"3.1e-202","563.0",2,"AJBGEP_00394","0.808"
"3.1e-221","602.0",2,"HFCAGB_03096","1.0"
"3.1e-241","672.0",2,"AJBGEP_01816","0.821"
"3.1e-249","684.0",2,"GEGEGB_04716","1.0"
"3.1e-253","705.0",2,"AJBGEP_00195","1.108"
"3.1e-261","714.0",2,"IKCLMC_02414","0.994"
"3.1e-266","736.0",2,"LNHIMF_02704","1.004"
"3.1e-272","759.0",2,"AJBGEP_02429","1.084"
"3.1e-282","775.0",2,"AJBGEP_03650","0.998"
"3.1e-286","802.0",2,"AJBGEP_04785","0.988"
"3.1e-289","782.0",2,"GEGEGB_02914","0.954"
"3.1e-294","806.0",2,"LNHIMF_03831","1.0"
"3.1e-296","810.0",2,"LNHIMF_02094","0.816"
"3.1e-298","830.0",2,"IKCLMC_01129","1.231"
"3.1e-32","114.0",2,"GEGEGB_00974","1.0"
"3.1e-55","171.0",2,"AJBGEP_04473","0.990"
"3.1e-76","229.0",2,"AJBGEP_04648","1.0"
"3.1e-77","235.0",2,"IKCLMC_03084","0.940"
"3.1e-89","270.0",2,"BEJGEH_01439","0.893"
"3.2e-103","296.0",2,"ODDLKH_00113","1.0"
"3.2e-120","345.0",2,"AJBGEP_03241","1.0"
"3.2e-122","349.0",2,"BEJGEH_00856","1.0"
"3.2e-130","376.0",2,"HFCAGB_00273","0.992"
"3.2e-136","397.0",2,"AJBGEP_03904","1.088"
"3.2e-139","401.0",2,"HFCAGB_02404","0.987"
"3.2e-142","406.0",2,"GEGEGB_02528","0.901"
"3.2e-153","429.0",2,"LNHIMF_00947","1.080"
"3.2e-157","451.0",2,"GEGEGB_02214","0.994"
"3.2e-160","464.0",2,"LNHIMF_00383","0.947"
"3.2e-161","449.0",2,"HFCAGB_00949","1.058"
"3.2e-166","468.0",2,"GEGEGB_00204","0.907"
"3.2e-173","476.0",2,"HFCAGB_01477","1.0"
"3.2e-174","500.0",2,"LNHIMF_01672","0.950"
"3.2e-177","502.0",2,"HFCAGB_03444","0.989"
"3.2e-201","559.0",2,"GEGEGB_02097","0.902"
"3.2e-203","563.0",2,"AJBGEP_02191","1.0"
"3.2e-204","566.0",2,"LNHIMF_02948","1.0"
"3.2e-223","607.0",2,"GEGEGB_02931","1.0"
"3.2e-243","671.0",2,"AJBGEP_00250","0.840"
"3.2e-295","806.0",2,"PKJKAM_03727","1.0"
"3.2e-301","825.0",2,"GEGEGB_00164","1.0"
"3.2e-305","828.0",2,"GEGEGB_00055","1.0"
"3.2e-309","836.0",2,"HFCAGB_00516","0.967"
"3.2e-35","120.0",2,"AJBGEP_00851","1.0"
"3.2e-69","207.0",2,"BEJGEH_01812","1.0"
"3.3e-111","327.0",2,"AJBGEP_03912","0.996"
"3.3e-131","375.0",2,"LNHIMF_03655","0.968"
"3.3e-150","433.0",2,"HFCAGB_02141","0.991"
"3.3e-167","460.0",2,"HFCAGB_01938","1.0"
"3.3e-172","473.0",2,"IKCLMC_02609","1.0"
"3.3e-175","490.0",2,"LNHIMF_01546","0.884"
"3.3e-206","584.0",2,"BEJGEH_01478","0.992"
"3.3e-208","590.0",2,"LNHIMF_02811","0.987"
"3.3e-241","665.0",2,"LNHIMF_02136","0.991"
"3.3e-48","152.0",2,"AJBGEP_01761","1.0"
"3.4e-105","308.0",2,"HFCAGB_04341","1.005"
"3.4e-125","371.0",2,"LNHIMF_01765","1.011"
"3.4e-136","392.0",2,"BEJGEH_03776","0.986"
"3.4e-139","401.0",2,"GEGEGB_01467","1.022"
"3.4e-142","404.0",2,"BEJGEH_00078","1.0"
"3.4e-156","436.0",2,"LNHIMF_04485","1.055"
"3.4e-160","458.0",2,"GEGEGB_03693","0.995"
"3.4e-177","510.0",2,"BEJGEH_03222","1.0"
"3.4e-178","500.0",2,"AJBGEP_03854","0.984"
"3.4e-181","496.0",2,"HFCAGB_03245","1.0"
"3.4e-182","509.0",2,"LNHIMF_03409","1.0"
"3.4e-196","563.0",2,"LNHIMF_03179","0.998"
"3.4e-214","583.0",2,"GEGEGB_02907","1.0"
"3.4e-215","591.0",2,"ODDLKH_04206","1.0"
"3.4e-227","631.0",2,"AJBGEP_03168","1.042"
"3.4e-244","677.0",2,"BEJGEH_03355","0.976"
"3.4e-253","699.0",2,"AJBGEP_01154","0.985"
"3.4e-268","734.0",2,"LNHIMF_04088","1.0"
"3.4e-69","208.0",2,"IKCLMC_04387","1.0"
"3.4e-88","268.0",2,"LNHIMF_00889","0.939"
"3.5e-105","314.0",2,"BEJGEH_01567","1.057"
"3.5e-118","343.0",2,"ODDLKH_02605","1.105"
"3.5e-121","350.0",2,"BEJGEH_04278","1.0"
"3.5e-128","368.0",2,"GEGEGB_00005","0.996"
"3.5e-129","374.0",2,"AJBGEP_00585","0.944"
"3.5e-131","375.0",2,"AJBGEP_04224","0.838"
"3.5e-141","399.0",2,"BEJGEH_02040","1.0"
"3.5e-155","436.0",2,"BEJGEH_00022","1.158"
"3.5e-164","459.0",2,"LNHIMF_00896","1.0"
"3.5e-169","472.0",2,"BEJGEH_03627","0.825"
"3.5e-172","488.0",2,"IKCLMC_01792","1.0"
"3.5e-175","489.0",2,"GEGEGB_00961","1.0"
"3.5e-180","508.0",2,"GEGEGB_00519","0.978"
"3.5e-200","553.0",2,"AJBGEP_02592","1.0"
"3.5e-303","818.0",2,"ODDLKH_01982","1.0"
"3.5e-316","888.0",2,"LNHIMF_03792","0.942"
"3.5e-87","260.0",2,"HFCAGB_04511","0.927"
"3.6e-105","307.0",2,"BEJGEH_04442","0.991"
"3.6e-108","313.0",2,"PKJKAM_04253","0.934"
"3.6e-119","345.0",2,"IKCLMC_02444","0.908"
"3.6e-129","369.0",2,"LNHIMF_00252","0.996"
"3.6e-131","372.0",2,"HFCAGB_02842","0.846"
"3.6e-183","520.0",2,"IKCLMC_01482","1.173"
"3.6e-190","528.0",2,"AJBGEP_02637","1.0"
"3.6e-203","567.0",2,"AJBGEP_02241","0.884"
"3.6e-209","582.0",2,"ODDLKH_00253","1.0"
"3.6e-220","616.0",2,"GEGEGB_00364","0.948"
"3.6e-231","630.0",2,"IKCLMC_04751","1.0"
"3.6e-238","649.0",2,"GEGEGB_01297","1.0"
"3.6e-300","811.0",2,"HFCAGB_00927","1.0"
"3.6e-311","862.0",2,"LNHIMF_03337","0.951"
"3.6e-51","164.0",2,"IKCLMC_03688","1.0"
"3.6e-53","169.0",2,"AJBGEP_04486","0.980"
"3.6e-58","181.0",2,"AJBGEP_03322","0.985"
"3.7e-108","315.0",2,"LNHIMF_01318","0.991"
"3.7e-115","322.0",2,"HFCAGB_00139","1.0"
"3.7e-119","349.0",2,"GEGEGB_00160","1.027"
"3.7e-129","374.0",2,"GEGEGB_02738","0.992"
"3.7e-132","391.0",2,"HFCAGB_00272","0.985"
"3.7e-140","399.0",2,"LNHIMF_04606","0.985"
"3.7e-141","405.0",2,"BEJGEH_03775","0.993"
"3.7e-145","411.0",2,"AJBGEP_03201","1.0"
"3.7e-172","488.0",2,"LNHIMF_03112","0.971"
"3.7e-174","484.0",2,"HFCAGB_03711","1.052"
"3.7e-175","488.0",2,"GEGEGB_02248","0.858"
"3.7e-181","506.0",2,"LNHIMF_01076","0.886"
"3.7e-185","535.0",2,"ODDLKH_00852","0.985"
"3.7e-219","615.0",2,"AJBGEP_04782","1.017"
"3.7e-270","738.0",2,"IKCLMC_02658","0.992"
"3.7e-277","768.0",2,"LNHIMF_02815","1.119"
"3.7e-279","777.0",2,"AJBGEP_04493","0.984"
"3.7e-95","297.0",2,"BEJGEH_03511","1.068"
"3.8e-100","294.0",2,"GEGEGB_01952","1.109"
"3.8e-111","323.0",2,"BEJGEH_01403","0.991"
"3.8e-119","345.0",2,"HFCAGB_01777","0.991"
"3.8e-128","363.0",2,"HFCAGB_02873","1.082"
"3.8e-134","389.0",2,"BEJGEH_03744","1.006"
"3.8e-135","383.0",2,"GEGEGB_00356","1.0"
"3.8e-137","398.0",2,"LNHIMF_01752","1.135"
"3.8e-140","396.0",2,"HFCAGB_01135","1.0"
"3.8e-163","458.0",2,"PKJKAM_04074","0.823"
"3.8e-166","462.0",2,"ODDLKH_02183","0.970"
"3.8e-198","550.0",2,"LNHIMF_00803","1.013"
"3.8e-240","680.0",2,"HFCAGB_01000","1.0"
"3.8e-245","664.0",2,"ODDLKH_01896","1.0"
"3.8e-282","776.0",2,"LNHIMF_02992","1.141"
"3.8e-284","779.0",2,"GEGEGB_03316","1.087"
"3.8e-62","194.0",2,"AJBGEP_03850","0.994"
"3.8e-70","219.0",2,"GEGEGB_00115","0.902"
"3.8e-88","257.0",2,"LNHIMF_03169","1.0"
"3.8e-93","278.0",2,"LNHIMF_03145","0.962"
"3.8e-96","281.0",2,"AJBGEP_03834","1.0"
"3.9e-121","348.0",2,"HFCAGB_04497","0.995"
"3.9e-139","405.0",2,"HFCAGB_01473","0.986"
"3.9e-140","404.0",2,"ODDLKH_01280","1.086"
"3.9e-144","410.0",2,"LNHIMF_00760","0.955"
"3.9e-146","413.0",2,"HFCAGB_00851","0.845"
"3.9e-160","455.0",2,"GEGEGB_01861","1.0"
"3.9e-170","480.0",2,"GEGEGB_01847","1.121"
"3.9e-177","498.0",2,"GEGEGB_04060","0.984"
"3.9e-196","554.0",2,"ODDLKH_01279","1.0"
"3.9e-197","550.0",2,"AJBGEP_01769","1.0"
"3.9e-202","562.0",2,"GEGEGB_02949","0.997"
"3.9e-218","594.0",2,"BEJGEH_03995","1.0"
"3.9e-219","609.0",2,"BEJGEH_01790","1.228"
"3.9e-226","629.0",2,"IKCLMC_03842","1.042"
"3.9e-47","149.0",2,"HFCAGB_01605","1.0"
"3.9e-57","180.0",2,"GEGEGB_04382","1.007"
"3.9e-85","249.0",2,"GEGEGB_01083","0.954"
"4.0e-104","305.0",2,"GEGEGB_03708","1.005"
"4.0e-115","329.0",2,"LNHIMF_01776","0.837"
"4.0e-150","436.0",2,"GEGEGB_00145","1.146"
"4.0e-159","452.0",2,"GEGEGB_00361","1.046"
"4.0e-165","472.0",2,"AJBGEP_03517","0.992"
"4.0e-180","514.0",2,"HFCAGB_03468","0.983"
"4.0e-186","518.0",2,"HFCAGB_00451","1.024"
"4.0e-187","522.0",2,"LNHIMF_02412","0.911"
"4.0e-192","539.0",2,"LNHIMF_03845","0.997"
"4.0e-199","566.0",2,"AJBGEP_01918","0.991"
"4.0e-211","587.0",2,"PKJKAM_00993","0.991"
"4.0e-221","622.0",2,"HFCAGB_01224","0.929"
"4.0e-257","704.0",2,"LNHIMF_00744","0.994"
"4.0e-286","783.0",2,"BEJGEH_02772","0.929"
"4.0e-83","249.0",2,"LNHIMF_01191","0.953"
"4.0e-92","275.0",2,"GEGEGB_02963","1.0"
"4.0e-98","291.0",2,"AJBGEP_03781","0.979"
"4.0e-99","281.0",2,"GEGEGB_00877","1.0"
"4.1e-107","306.0",2,"LNHIMF_00319","0.994"
"4.1e-113","332.0",2,"LNHIMF_01302","1.0"
"4.1e-133","384.0",2,"LNHIMF_00538","0.953"
"4.1e-134","380.0",2,"BEJGEH_03719","1.0"
"4.1e-137","394.0",2,"LNHIMF_03317","1.0"
"4.1e-149","421.0",2,"GEGEGB_01838","0.976"
"4.1e-166","480.0",2,"LNHIMF_02554","1.127"
"4.1e-191","531.0",2,"BEJGEH_04001","0.997"
"4.1e-199","550.0",2,"BEJGEH_02447","1.0"
"4.1e-200","556.0",2,"AJBGEP_00156","0.968"
"4.1e-238","662.0",2,"ODDLKH_00686","1.0"
"4.1e-245","680.0",2,"LNHIMF_03377","0.976"
"4.1e-251","703.0",2,"HFCAGB_01140","0.963"
"4.1e-281","786.0",2,"BEJGEH_04004","0.990"
"4.1e-40","130.0",2,"GEGEGB_02615","0.915"
"4.1e-59","183.0",2,"LNHIMF_02571","1.0"
"4.2e-111","327.0",2,"GEGEGB_04854","1.004"
"4.2e-169","486.0",2,"LNHIMF_03513","0.993"
"4.2e-170","476.0",2,"HFCAGB_00073","0.981"
"4.2e-175","486.0",2,"GEGEGB_02647","1.0"
"4.2e-213","600.0",2,"LNHIMF_03221","0.991"
"4.2e-231","650.0",2,"BEJGEH_00131","1.095"
"4.2e-274","755.0",2,"AJBGEP_02292","1.006"
"4.2e-278","758.0",2,"GEGEGB_00077","1.029"
"4.2e-279","764.0",2,"AJBGEP_04665","1.0"
"4.2e-293","803.0",2,"AJBGEP_01448","0.996"
"4.2e-311","850.0",2,"LNHIMF_02110","0.913"
"4.2e-67","203.0",2,"GEGEGB_02242","0.836"
"4.2e-88","265.0",2,"BEJGEH_02376","1.048"
"4.2e-95","278.0",2,"LNHIMF_01343","1.0"
"4.2e-99","292.0",2,"GEGEGB_01060","1.041"
"4.3e-122","346.0",2,"LNHIMF_01728","1.0"
"4.3e-148","421.0",2,"BEJGEH_00212","0.996"
"4.3e-175","496.0",2,"ODDLKH_00025","0.997"
"4.3e-177","502.0",2,"GEGEGB_02257","0.971"
"4.3e-182","499.0",2,"LNHIMF_03384","1.0"
"4.3e-191","535.0",2,"AJBGEP_01163","0.997"
"4.3e-21","83.6",2,"PKJKAM_02888","0.841"
"4.3e-210","586.0",2,"BEJGEH_01933","0.997"
"4.3e-217","615.0",2,"GEGEGB_03759","1.002"
"4.3e-241","667.0",2,"ODDLKH_00662","1.015"
"4.3e-89","261.0",2,"HFCAGB_03936","0.873"
"4.4e-184","503.0",2,"BEJGEH_00029","1.0"
"4.4e-195","540.0",2,"IKCLMC_04833","0.944"
"4.4e-198","556.0",2,"BEJGEH_01279","0.925"
"4.4e-202","563.0",2,"GEGEGB_02619","0.808"
"4.4e-62","193.0",2,"GEGEGB_04335","0.966"
"4.4e-63","195.0",2,"HFCAGB_03175","0.966"
"4.4e-67","205.0",2,"LNHIMF_01797","0.802"
"4.4e-68","205.0",2,"GEGEGB_01070","1.0"
"4.4e-90","256.0",2,"ODDLKH_01870","1.0"
"4.5e-116","332.0",2,"GEGEGB_01031","0.995"
"4.5e-120","346.0",2,"ODDLKH_02442","0.991"
"4.5e-124","355.0",2,"HFCAGB_00999","0.880"
"4.5e-149","434.0",2,"LNHIMF_01568","0.990"
"4.5e-155","444.0",2,"GEGEGB_01579","1.003"
"4.5e-186","520.0",2,"AJBGEP_04431","0.997"
"4.5e-193","540.0",2,"GEGEGB_03553","0.958"
"4.5e-223","607.0",2,"IKCLMC_03963","1.0"
"4.5e-225","636.0",2,"HFCAGB_02481","0.983"
"4.5e-248","682.0",2,"AJBGEP_01760","1.0"
"4.5e-279","768.0",2,"HFCAGB_01148","0.818"
"4.5e-291","786.0",2,"LNHIMF_04324","1.0"
"4.5e-294","805.0",2,"BEJGEH_03834","1.0"
"4.5e-295","817.0",2,"LNHIMF_00175","1.187"
"4.5e-48","155.0",2,"LNHIMF_01134","1.056"
"4.5e-57","179.0",2,"AJBGEP_01378","0.942"
"4.6e-113","323.0",2,"BEJGEH_01018","0.988"
"4.6e-133","382.0",2,"IKCLMC_02856","0.996"
"4.6e-140","407.0",2,"BEJGEH_03293","0.973"
"4.6e-148","419.0",2,"BEJGEH_01769","0.972"
"4.6e-161","444.0",2,"BEJGEH_01681","1.0"
"4.6e-176","493.0",2,"HFCAGB_00403","1.0"
"4.6e-180","506.0",2,"AJBGEP_00849","1.0"
"4.6e-216","613.0",2,"ODDLKH_03063","1.064"
"4.6e-228","637.0",2,"LNHIMF_04221","0.998"
"4.6e-236","652.0",2,"LNHIMF_00725","1.0"
"4.6e-243","671.0",2,"HFCAGB_00250","0.840"
"4.6e-247","680.0",2,"IKCLMC_02688","1.034"
"4.6e-310","848.0",2,"GEGEGB_03293","0.985"
"4.6e-319","860.0",2,"BEJGEH_01671","1.0"
"4.6e-46","149.0",2,"HFCAGB_01778","1.0"
"4.6e-58","182.0",2,"IKCLMC_04289","0.971"
"4.7e-105","310.0",2,"GEGEGB_00470","0.925"
"4.7e-112","324.0",2,"LNHIMF_02123","1.0"
"4.7e-120","348.0",2,"LNHIMF_03537","1.081"
"4.7e-127","364.0",2,"LNHIMF_02945","0.837"
"4.7e-170","483.0",2,"GEGEGB_03069","1.0"
"4.7e-193","538.0",2,"GEGEGB_04057","0.942"
"4.7e-198","563.0",2,"IKCLMC_03892","1.150"
"4.7e-205","570.0",2,"GEGEGB_01598","0.988"
"4.7e-236","652.0",2,"GEGEGB_00453","1.146"
"4.7e-240","667.0",2,"BEJGEH_03565","0.958"
"4.7e-270","740.0",2,"LNHIMF_02737","0.882"
"4.7e-277","777.0",2,"HFCAGB_00989","1.0"
"4.7e-280","792.0",2,"BEJGEH_01480","1.015"
"4.7e-298","815.0",2,"BEJGEH_02035","0.816"
"4.7e-51","163.0",2,"LNHIMF_01417","1.008"
"4.7e-76","226.0",2,"AJBGEP_03238","0.816"
"4.7e-93","275.0",2,"AJBGEP_00073","1.0"
"4.8e-129","368.0",2,"GEGEGB_00842","0.812"
"4.8e-162","454.0",2,"LNHIMF_03057","0.836"
"4.8e-166","467.0",2,"LNHIMF_02290","1.211"
"4.8e-167","473.0",2,"GEGEGB_00808","0.991"
"4.8e-188","535.0",2,"HFCAGB_03582","1.0"
"4.8e-216","589.0",2,"AJBGEP_00717","1.0"
"4.8e-217","603.0",2,"LNHIMF_02730","0.997"
"4.8e-231","640.0",2,"IKCLMC_04603","0.990"
"4.8e-257","711.0",2,"HFCAGB_04468","0.889"
"4.8e-274","752.0",2,"IKCLMC_01276","0.991"
"4.8e-303","827.0",2,"GEGEGB_03634","1.121"
"4.8e-58","178.0",2,"AJBGEP_01833","0.862"
"4.8e-80","254.0",2,"GEGEGB_02239","1.003"
"4.8e-86","258.0",2,"GEGEGB_00556","0.986"
"4.9e-116","342.0",2,"HFCAGB_04127","0.943"
"4.9e-150","434.0",2,"BEJGEH_00436","0.957"
"4.9e-166","457.0",2,"BEJGEH_00564","1.0"
"4.9e-188","522.0",2,"LNHIMF_02597","1.0"
"4.9e-195","541.0",2,"AJBGEP_03952","1.0"
"4.9e-230","625.0",2,"AJBGEP_02930","1.0"
"4.9e-240","665.0",2,"HFCAGB_03384","0.997"
"4.9e-258","706.0",2,"GEGEGB_02383","0.994"
"4.9e-261","724.0",2,"BEJGEH_00006","1.0"
"4.9e-269","744.0",2,"AJBGEP_03090","0.979"
"4.9e-301","817.0",2,"LNHIMF_01368","0.998"
"4.9e-304","826.0",2,"IKCLMC_02463","1.0"
"4.9e-61","191.0",2,"GEGEGB_03225","1.012"
"4.9e-99","286.0",2,"GEGEGB_04419","1.0"
"5.0e-102","288.0",2,"AJBGEP_02204","1.0"
"5.0e-105","303.0",2,"LNHIMF_00937","1.0"
"5.0e-165","454.0",2,"AJBGEP_01485","1.0"
"5.0e-169","466.0",2,"HFCAGB_01876","1.0"
"5.0e-227","638.0",2,"PKJKAM_03989","1.137"
"5.0e-231","629.0",2,"HFCAGB_01868","1.0"
"5.0e-236","640.0",2,"ODDLKH_02896","1.0"
"5.0e-242","667.0",2,"AJBGEP_00436","0.997"
"5.0e-299","823.0",2,"LNHIMF_03921","1.0"
"5.0e-311","851.0",2,"LNHIMF_04469","1.144"
"5.0e-316","887.0",2,"AJBGEP_03935","0.942"
"5.0e-70","214.0",2,"AJBGEP_03993","1.0"
"5.0e-88","265.0",2,"HFCAGB_03314","0.889"
"5.0e-90","264.0",2,"AJBGEP_03853","1.0"
"5.1e-106","310.0",2,"LNHIMF_02495","1.049"
"5.1e-129","369.0",2,"GEGEGB_00260","0.996"
"5.1e-150","412.0",2,"GEGEGB_02354","1.0"
"5.1e-159","463.0",2,"GEGEGB_01252","0.973"
"5.1e-180","501.0",2,"LNHIMF_01242","1.0"
"5.1e-190","520.0",2,"LNHIMF_02289","1.0"
"5.1e-204","563.0",2,"LNHIMF_01737","1.0"
"5.1e-214","602.0",2,"GEGEGB_03253","0.991"
"5.1e-223","619.0",2,"GEGEGB_02872","0.992"
"5.1e-237","654.0",2,"LNHIMF_02212","0.938"
"5.1e-279","787.0",2,"GEGEGB_01383","0.968"
"5.1e-38","124.0",2,"GEGEGB_00346","1.0"
"5.1e-53","169.0",2,"HFCAGB_04517","0.980"
"5.1e-67","201.0",2,"HFCAGB_01171","1.0"
"5.2e-131","384.0",2,"GEGEGB_02848","0.881"
"5.2e-137","387.0",2,"AJBGEP_03868","1.0"
"5.2e-146","423.0",2,"BEJGEH_01384","1.0"
"5.2e-154","431.0",2,"HFCAGB_01900","0.845"
"5.2e-187","511.0",2,"GEGEGB_02906","1.0"
"5.2e-188","526.0",2,"BEJGEH_02551","0.825"
"5.2e-203","571.0",2,"GEGEGB_03279","0.985"
"5.2e-247","689.0",2,"LNHIMF_03342","1.0"
"5.2e-274","761.0",2,"BEJGEH_01342","0.992"
"5.2e-297","827.0",2,"LNHIMF_04413","1.231"
"5.2e-303","848.0",2,"LNHIMF_04061","0.979"
"5.2e-40","134.0",2,"AJBGEP_00604","1.0"
"5.2e-71","218.0",2,"LNHIMF_01180","0.983"
"5.2e-90","267.0",2,"BEJGEH_02095","1.092"
"5.3e-111","325.0",2,"HFCAGB_04628","0.986"
"5.3e-116","331.0",2,"LNHIMF_01564","0.966"
"5.3e-131","378.0",2,"BEJGEH_01191","0.997"
"5.3e-147","414.0",2,"HFCAGB_01034","0.818"
"5.3e-169","486.0",2,"BEJGEH_01714","0.974"
"5.3e-178","488.0",2,"LNHIMF_03065","1.0"
"5.3e-191","529.0",2,"GEGEGB_02213","1.0"
"5.3e-200","556.0",2,"BEJGEH_02901","0.997"
"5.3e-204","558.0",2,"HFCAGB_02315","0.960"
"5.3e-226","616.0",2,"GEGEGB_01633","0.997"
"5.3e-228","642.0",2,"PKJKAM_03676","0.974"
"5.3e-265","730.0",2,"GEGEGB_03005","1.0"
"5.3e-94","277.0",2,"HFCAGB_02717","1.084"
"5.3e-95","284.0",2,"GEGEGB_04837","0.959"
"5.4e-118","339.0",2,"GEGEGB_04698","0.976"
"5.4e-121","353.0",2,"GEGEGB_03886","1.0"
"5.4e-136","393.0",2,"HFCAGB_04673","0.961"
"5.4e-163","457.0",2,"LNHIMF_02209","0.823"
"5.4e-180","502.0",2,"LNHIMF_00995","0.970"
"5.4e-184","516.0",2,"IKCLMC_02185","0.834"
"5.4e-218","626.0",2,"ODDLKH_03415","1.077"
"5.4e-238","645.0",2,"AJBGEP_03101","1.0"
"5.4e-301","818.0",2,"PKJKAM_00459","1.0"
"5.5e-10","52.0",2,"GEGEGB_01148","0.931"
"5.5e-103","306.0",2,"GEGEGB_03037","0.974"
"5.5e-115","334.0",2,"LNHIMF_02096","0.982"
"5.5e-128","365.0",2,"AJBGEP_01720","0.981"
"5.5e-132","385.0",2,"IKCLMC_00059","0.931"
"5.5e-187","522.0",2,"HFCAGB_04462","0.997"
"5.5e-224","609.0",2,"AJBGEP_03047","1.0"
"5.5e-236","657.0",2,"LNHIMF_00209","1.0"
"5.5e-255","704.0",2,"LNHIMF_00758","0.983"
"5.5e-99","292.0",2,"GEGEGB_00187","0.968"
"5.6e-120","341.0",2,"GEGEGB_03085","1.0"
"5.6e-204","575.0",2,"BEJGEH_01713","1.170"
"5.6e-205","576.0",2,"LNHIMF_02336","1.155"
"5.6e-223","616.0",2,"GEGEGB_01714","1.0"
"5.6e-249","686.0",2,"AJBGEP_01380","0.824"
"5.6e-56","174.0",2,"HFCAGB_04605","1.0"
"5.7e-100","289.0",2,"ODDLKH_03927","1.038"
"5.7e-158","446.0",2,"GEGEGB_03774","0.858"
"5.7e-167","474.0",2,"IKCLMC_02068","0.828"
"5.7e-204","568.0",2,"IKCLMC_04824","0.991"
